Country Name,ISO Code,Year,Survival Rate
Angola,AGO,1954,
Angola,AGO,1955,
Angola,AGO,1956,
Angola,AGO,1957,
Angola,AGO,1958,
Angola,AGO,1959,
Angola,AGO,1960,
Angola,AGO,1961,
Angola,AGO,1962,
Angola,AGO,1963,
Angola,AGO,1964,
Angola,AGO,1965,
Angola,AGO,1966,
Angola,AGO,1967,
Angola,AGO,1968,
Angola,AGO,1969,
Angola,AGO,1970,
Angola,AGO,1971,
Angola,AGO,1972,
Angola,AGO,1973,
Angola,AGO,1974,
Angola,AGO,1975,
Angola,AGO,1976,
Angola,AGO,1977,
Angola,AGO,1978,
Angola,AGO,1979,
Angola,AGO,1980,85.63%
Angola,AGO,1981,85.88%
Angola,AGO,1982,86.10%
Angola,AGO,1983,86.29%
Angola,AGO,1984,86.44%
Angola,AGO,1985,86.55%
Angola,AGO,1986,86.62%
Angola,AGO,1987,86.67%
Angola,AGO,1988,86.69%
Angola,AGO,1989,86.70%
Angola,AGO,1990,86.71%
Angola,AGO,1991,86.70%
Angola,AGO,1992,86.68%
Angola,AGO,1993,86.67%
Angola,AGO,1994,86.69%
Angola,AGO,1995,86.73%
Angola,AGO,1996,86.82%
Angola,AGO,1997,86.95%
Angola,AGO,1998,87.14%
Angola,AGO,1999,87.36%
Angola,AGO,2000,87.63%
Angola,AGO,2001,87.95%
Angola,AGO,2002,88.34%
Angola,AGO,2003,88.77%
Angola,AGO,2004,89.24%
Angola,AGO,2005,89.74%
Angola,AGO,2006,90.26%
Angola,AGO,2007,90.77%
Angola,AGO,2008,91.28%
Angola,AGO,2009,91.76%
Angola,AGO,2010,92.21%
Angola,AGO,2011,92.62%
Angola,AGO,2012,93.00%
Angola,AGO,2013,93.33%
Angola,AGO,2014,93.61%
Angola,AGO,2015,93.84%
Angola,AGO,2016,94.04%
Angola,AGO,2017,94.23%
Antigua and Barbuda,ATG,1950,
Antigua and Barbuda,ATG,1951,
Antigua and Barbuda,ATG,1952,
Antigua and Barbuda,ATG,1953,
Antigua and Barbuda,ATG,1954,
Antigua and Barbuda,ATG,1955,
Antigua and Barbuda,ATG,1956,
Antigua and Barbuda,ATG,1957,
Antigua and Barbuda,ATG,1958,
Antigua and Barbuda,ATG,1959,
Antigua and Barbuda,ATG,1960,
Antigua and Barbuda,ATG,1961,
Antigua and Barbuda,ATG,1962,
Antigua and Barbuda,ATG,1963,
Antigua and Barbuda,ATG,1964,
Antigua and Barbuda,ATG,1965,
Antigua and Barbuda,ATG,1966,
Antigua and Barbuda,ATG,1967,
Antigua and Barbuda,ATG,1968,
Antigua and Barbuda,ATG,1969,
Antigua and Barbuda,ATG,1970,
Antigua and Barbuda,ATG,1971,
Antigua and Barbuda,ATG,1972,
Antigua and Barbuda,ATG,1973,
Antigua and Barbuda,ATG,1974,
Antigua and Barbuda,ATG,1975,
Antigua and Barbuda,ATG,1976,
Antigua and Barbuda,ATG,1977,
Antigua and Barbuda,ATG,1978,
Antigua and Barbuda,ATG,1979,
Antigua and Barbuda,ATG,1980,
Antigua and Barbuda,ATG,1981,
Antigua and Barbuda,ATG,1982,
Antigua and Barbuda,ATG,1983,
Antigua and Barbuda,ATG,1984,
Antigua and Barbuda,ATG,1985,96.22%
Antigua and Barbuda,ATG,1986,96.54%
Antigua and Barbuda,ATG,1987,96.83%
Antigua and Barbuda,ATG,1988,97.07%
Antigua and Barbuda,ATG,1989,97.29%
Antigua and Barbuda,ATG,1990,97.49%
Antigua and Barbuda,ATG,1991,97.68%
Antigua and Barbuda,ATG,1992,97.84%
Antigua and Barbuda,ATG,1993,97.99%
Antigua and Barbuda,ATG,1994,98.12%
Antigua and Barbuda,ATG,1995,98.24%
Antigua and Barbuda,ATG,1996,98.34%
Antigua and Barbuda,ATG,1997,98.44%
Antigua and Barbuda,ATG,1998,98.54%
Antigua and Barbuda,ATG,1999,98.61%
Antigua and Barbuda,ATG,2000,98.69%
Antigua and Barbuda,ATG,2001,98.76%
Antigua and Barbuda,ATG,2002,98.82%
Antigua and Barbuda,ATG,2003,98.88%
Antigua and Barbuda,ATG,2004,98.93%
Antigua and Barbuda,ATG,2005,98.98%
Antigua and Barbuda,ATG,2006,99.03%
Antigua and Barbuda,ATG,2007,99.08%
Antigua and Barbuda,ATG,2008,99.13%
Antigua and Barbuda,ATG,2009,99.17%
Antigua and Barbuda,ATG,2010,99.22%
Antigua and Barbuda,ATG,2011,99.26%
Antigua and Barbuda,ATG,2012,99.30%
Antigua and Barbuda,ATG,2013,99.33%
Antigua and Barbuda,ATG,2014,99.37%
Antigua and Barbuda,ATG,2015,99.40%
Antigua and Barbuda,ATG,2016,99.43%
Antigua and Barbuda,ATG,2017,99.45%
Argentina,ARG,1950,
Argentina,ARG,1951,
Argentina,ARG,1952,
Argentina,ARG,1953,
Argentina,ARG,1954,
Argentina,ARG,1955,
Argentina,ARG,1956,
Argentina,ARG,1957,
Argentina,ARG,1958,
Argentina,ARG,1959,
Argentina,ARG,1960,
Argentina,ARG,1961,
Argentina,ARG,1962,
Argentina,ARG,1963,
Argentina,ARG,1964,
Argentina,ARG,1965,
Argentina,ARG,1966,
Argentina,ARG,1967,
Argentina,ARG,1968,
Argentina,ARG,1969,94.00%
Argentina,ARG,1970,94.06%
Argentina,ARG,1971,94.12%
Argentina,ARG,1972,94.21%
Argentina,ARG,1973,94.31%
Argentina,ARG,1974,94.47%
Argentina,ARG,1975,94.68%
Argentina,ARG,1976,94.94%
Argentina,ARG,1977,95.26%
Argentina,ARG,1978,95.60%
Argentina,ARG,1979,95.94%
Argentina,ARG,1980,96.25%
Argentina,ARG,1981,96.53%
Argentina,ARG,1982,96.76%
Argentina,ARG,1983,96.96%
Argentina,ARG,1984,97.13%
Argentina,ARG,1985,97.26%
Argentina,ARG,1986,97.36%
Argentina,ARG,1987,97.41%
Argentina,ARG,1988,97.43%
Argentina,ARG,1989,97.44%
Argentina,ARG,1990,97.46%
Argentina,ARG,1991,97.49%
Argentina,ARG,1992,97.56%
Argentina,ARG,1993,97.65%
Argentina,ARG,1994,97.74%
Argentina,ARG,1995,97.83%
Argentina,ARG,1996,97.92%
Argentina,ARG,1997,98.01%
Argentina,ARG,1998,98.09%
Argentina,ARG,1999,98.16%
Argentina,ARG,2000,98.23%
Argentina,ARG,2001,98.30%
Argentina,ARG,2002,98.37%
Argentina,ARG,2003,98.43%
Argentina,ARG,2004,98.48%
Argentina,ARG,2005,98.53%
Argentina,ARG,2006,98.57%
Argentina,ARG,2007,98.60%
Argentina,ARG,2008,98.63%
Argentina,ARG,2009,98.66%
Argentina,ARG,2010,98.70%
Argentina,ARG,2011,98.75%
Argentina,ARG,2012,98.81%
Argentina,ARG,2013,98.87%
Argentina,ARG,2014,98.93%
Argentina,ARG,2015,98.98%
Argentina,ARG,2016,99.03%
Argentina,ARG,2017,99.08%
Armenia,ARM,1950,
Armenia,ARM,1951,
Armenia,ARM,1952,
Armenia,ARM,1953,
Armenia,ARM,1954,
Armenia,ARM,1955,
Armenia,ARM,1956,
Armenia,ARM,1957,
Armenia,ARM,1958,
Armenia,ARM,1959,
Armenia,ARM,1960,
Armenia,ARM,1961,
Armenia,ARM,1962,
Armenia,ARM,1963,
Armenia,ARM,1964,
Armenia,ARM,1965,
Armenia,ARM,1966,
Armenia,ARM,1967,
Armenia,ARM,1968,
Armenia,ARM,1969,
Armenia,ARM,1970,
Armenia,ARM,1971,
Armenia,ARM,1972,
Armenia,ARM,1973,
Armenia,ARM,1974,
Armenia,ARM,1975,
Armenia,ARM,1976,92.89%
Armenia,ARM,1977,93.14%
Armenia,ARM,1978,93.38%
Armenia,ARM,1979,93.62%
Armenia,ARM,1980,93.85%
Armenia,ARM,1981,94.07%
Armenia,ARM,1982,94.27%
Armenia,ARM,1983,94.47%
Armenia,ARM,1984,94.67%
Armenia,ARM,1985,94.86%
Armenia,ARM,1986,95.04%
Armenia,ARM,1987,95.21%
Armenia,ARM,1988,95.00%
Armenia,ARM,1989,95.57%
Armenia,ARM,1990,95.75%
Armenia,ARM,1991,95.93%
Armenia,ARM,1992,96.12%
Armenia,ARM,1993,96.30%
Armenia,ARM,1994,96.47%
Armenia,ARM,1995,96.64%
Armenia,ARM,1996,96.79%
Armenia,ARM,1997,96.95%
Armenia,ARM,1998,97.09%
Armenia,ARM,1999,97.22%
Armenia,ARM,2000,97.35%
Armenia,ARM,2001,97.48%
Armenia,ARM,2002,97.60%
Armenia,ARM,2003,97.71%
Armenia,ARM,2004,97.82%
Armenia,ARM,2005,97.93%
Armenia,ARM,2006,98.03%
Armenia,ARM,2007,98.13%
Armenia,ARM,2008,98.22%
Armenia,ARM,2009,98.30%
Armenia,ARM,2010,98.38%
Armenia,ARM,2011,98.45%
Armenia,ARM,2012,98.53%
Armenia,ARM,2013,98.60%
Armenia,ARM,2014,98.66%
Armenia,ARM,2015,98.72%
Armenia,ARM,2016,98.78%
Armenia,ARM,2017,98.84%
Australia,AUS,1950,97.49%
Australia,AUS,1951,97.53%
Australia,AUS,1952,97.58%
Australia,AUS,1953,97.63%
Australia,AUS,1954,97.69%
Australia,AUS,1955,97.74%
Australia,AUS,1956,97.79%
Australia,AUS,1957,97.84%
Australia,AUS,1958,97.88%
Australia,AUS,1959,97.92%
Australia,AUS,1960,97.97%
Australia,AUS,1961,98.01%
Australia,AUS,1962,98.05%
Australia,AUS,1963,98.09%
Australia,AUS,1964,98.13%
Australia,AUS,1965,98.15%
Australia,AUS,1966,98.17%
Australia,AUS,1967,98.18%
Australia,AUS,1968,98.19%
Australia,AUS,1969,98.20%
Australia,AUS,1970,98.22%
Australia,AUS,1971,98.26%
Australia,AUS,1972,98.32%
Australia,AUS,1973,98.39%
Australia,AUS,1974,98.47%
Australia,AUS,1975,98.56%
Australia,AUS,1976,98.65%
Australia,AUS,1977,98.74%
Australia,AUS,1978,98.81%
Australia,AUS,1979,98.87%
Australia,AUS,1980,98.92%
Australia,AUS,1981,98.96%
Australia,AUS,1982,98.99%
Australia,AUS,1983,99.02%
Australia,AUS,1984,99.04%
Australia,AUS,1985,99.07%
Australia,AUS,1986,99.09%
Australia,AUS,1987,99.12%
Australia,AUS,1988,99.16%
Australia,AUS,1989,99.20%
Australia,AUS,1990,99.24%
Australia,AUS,1991,99.29%
Australia,AUS,1992,99.33%
Australia,AUS,1993,99.37%
Australia,AUS,1994,99.40%
Australia,AUS,1995,99.42%
Australia,AUS,1996,99.44%
Australia,AUS,1997,99.46%
Australia,AUS,1998,99.47%
Australia,AUS,1999,99.48%
Australia,AUS,2000,99.49%
Australia,AUS,2001,99.50%
Australia,AUS,2002,99.50%
Australia,AUS,2003,99.51%
Australia,AUS,2004,99.52%
Australia,AUS,2005,99.52%
Australia,AUS,2006,99.54%
Australia,AUS,2007,99.55%
Australia,AUS,2008,99.56%
Australia,AUS,2009,99.58%
Australia,AUS,2010,99.60%
Australia,AUS,2011,99.62%
Australia,AUS,2012,99.64%
Australia,AUS,2013,99.65%
Australia,AUS,2014,99.67%
Australia,AUS,2015,99.68%
Australia,AUS,2016,99.69%
Australia,AUS,2017,99.70%
Austria,AUT,1950,
Austria,AUT,1951,
Austria,AUT,1952,
Austria,AUT,1953,
Austria,AUT,1954,95.20%
Austria,AUT,1955,95.34%
Austria,AUT,1956,95.48%
Austria,AUT,1957,95.64%
Austria,AUT,1958,95.83%
Austria,AUT,1959,96.04%
Austria,AUT,1960,96.28%
Austria,AUT,1961,96.50%
Austria,AUT,1962,96.71%
Austria,AUT,1963,96.88%
Austria,AUT,1964,97.04%
Austria,AUT,1965,97.16%
Austria,AUT,1966,97.27%
Austria,AUT,1967,97.36%
Austria,AUT,1968,97.43%
Austria,AUT,1969,97.47%
Austria,AUT,1970,97.49%
Austria,AUT,1971,97.53%
Austria,AUT,1972,97.59%
Austria,AUT,1973,97.70%
Austria,AUT,1974,97.85%
Austria,AUT,1975,98.02%
Austria,AUT,1976,98.19%
Austria,AUT,1977,98.34%
Austria,AUT,1978,98.45%
Austria,AUT,1979,98.54%
Austria,AUT,1980,98.61%
Austria,AUT,1981,98.68%
Austria,AUT,1982,98.74%
Austria,AUT,1983,98.81%
Austria,AUT,1984,98.87%
Austria,AUT,1985,98.93%
Austria,AUT,1986,98.99%
Austria,AUT,1987,99.06%
Austria,AUT,1988,99.11%
Austria,AUT,1989,99.16%
Austria,AUT,1990,99.20%
Austria,AUT,1991,99.24%
Austria,AUT,1992,99.28%
Austria,AUT,1993,99.33%
Austria,AUT,1994,99.38%
Austria,AUT,1995,99.43%
Austria,AUT,1996,99.47%
Austria,AUT,1997,99.50%
Austria,AUT,1998,99.52%
Austria,AUT,1999,99.53%
Austria,AUT,2000,99.54%
Austria,AUT,2001,99.55%
Austria,AUT,2002,99.56%
Austria,AUT,2003,99.57%
Austria,AUT,2004,99.58%
Austria,AUT,2005,99.59%
Austria,AUT,2006,99.61%
Austria,AUT,2007,99.62%
Austria,AUT,2008,99.62%
Austria,AUT,2009,99.63%
Austria,AUT,2010,99.64%
Austria,AUT,2011,99.65%
Austria,AUT,2012,99.67%
Austria,AUT,2013,99.68%
Austria,AUT,2014,99.69%
Austria,AUT,2015,99.70%
Austria,AUT,2016,99.70%
Austria,AUT,2017,99.71%
Azerbaijan,AZE,1950,
Azerbaijan,AZE,1951,
Azerbaijan,AZE,1952,
Azerbaijan,AZE,1953,
Azerbaijan,AZE,1954,
Azerbaijan,AZE,1955,
Azerbaijan,AZE,1956,
Azerbaijan,AZE,1957,
Azerbaijan,AZE,1958,
Azerbaijan,AZE,1959,
Azerbaijan,AZE,1960,
Azerbaijan,AZE,1961,
Azerbaijan,AZE,1962,
Azerbaijan,AZE,1963,
Azerbaijan,AZE,1964,
Azerbaijan,AZE,1965,
Azerbaijan,AZE,1966,
Azerbaijan,AZE,1967,
Azerbaijan,AZE,1968,
Azerbaijan,AZE,1969,
Azerbaijan,AZE,1970,
Azerbaijan,AZE,1971,
Azerbaijan,AZE,1972,
Azerbaijan,AZE,1973,
Azerbaijan,AZE,1974,
Azerbaijan,AZE,1975,
Azerbaijan,AZE,1976,
Azerbaijan,AZE,1977,
Azerbaijan,AZE,1978,
Azerbaijan,AZE,1979,
Azerbaijan,AZE,1980,
Azerbaijan,AZE,1981,
Azerbaijan,AZE,1982,91.38%
Azerbaijan,AZE,1983,91.59%
Azerbaijan,AZE,1984,91.76%
Azerbaijan,AZE,1985,91.92%
Azerbaijan,AZE,1986,92.08%
Azerbaijan,AZE,1987,92.20%
Azerbaijan,AZE,1988,92.30%
Azerbaijan,AZE,1989,92.36%
Azerbaijan,AZE,1990,92.39%
Azerbaijan,AZE,1991,92.38%
Azerbaijan,AZE,1992,92.35%
Azerbaijan,AZE,1993,92.34%
Azerbaijan,AZE,1994,92.36%
Azerbaijan,AZE,1995,92.45%
Azerbaijan,AZE,1996,92.61%
Azerbaijan,AZE,1997,92.84%
Azerbaijan,AZE,1998,93.15%
Azerbaijan,AZE,1999,93.49%
Azerbaijan,AZE,2000,93.87%
Azerbaijan,AZE,2001,94.26%
Azerbaijan,AZE,2002,94.64%
Azerbaijan,AZE,2003,94.97%
Azerbaijan,AZE,2004,95.29%
Azerbaijan,AZE,2005,95.57%
Azerbaijan,AZE,2006,95.83%
Azerbaijan,AZE,2007,96.06%
Azerbaijan,AZE,2008,96.30%
Azerbaijan,AZE,2009,96.51%
Azerbaijan,AZE,2010,96.71%
Azerbaijan,AZE,2011,96.91%
Azerbaijan,AZE,2012,97.10%
Azerbaijan,AZE,2013,97.28%
Azerbaijan,AZE,2014,97.45%
Azerbaijan,AZE,2015,97.61%
Azerbaijan,AZE,2016,97.75%
Azerbaijan,AZE,2017,97.88%
Bahamas,BHS,1950,
Bahamas,BHS,1951,
Bahamas,BHS,1952,
Bahamas,BHS,1953,
Bahamas,BHS,1954,
Bahamas,BHS,1955,
Bahamas,BHS,1956,
Bahamas,BHS,1957,
Bahamas,BHS,1958,
Bahamas,BHS,1959,
Bahamas,BHS,1960,
Bahamas,BHS,1961,
Bahamas,BHS,1962,
Bahamas,BHS,1963,
Bahamas,BHS,1964,
Bahamas,BHS,1965,
Bahamas,BHS,1966,
Bahamas,BHS,1967,
Bahamas,BHS,1968,97.48%
Bahamas,BHS,1969,97.42%
Bahamas,BHS,1970,97.38%
Bahamas,BHS,1971,97.33%
Bahamas,BHS,1972,97.30%
Bahamas,BHS,1973,97.27%
Bahamas,BHS,1974,97.25%
Bahamas,BHS,1975,97.27%
Bahamas,BHS,1976,97.29%
Bahamas,BHS,1977,97.33%
Bahamas,BHS,1978,97.38%
Bahamas,BHS,1979,97.42%
Bahamas,BHS,1980,97.48%
Bahamas,BHS,1981,97.52%
Bahamas,BHS,1982,97.56%
Bahamas,BHS,1983,97.60%
Bahamas,BHS,1984,97.62%
Bahamas,BHS,1985,97.67%
Bahamas,BHS,1986,97.71%
Bahamas,BHS,1987,97.78%
Bahamas,BHS,1988,97.86%
Bahamas,BHS,1989,97.95%
Bahamas,BHS,1990,98.04%
Bahamas,BHS,1991,98.13%
Bahamas,BHS,1992,98.21%
Bahamas,BHS,1993,98.29%
Bahamas,BHS,1994,98.37%
Bahamas,BHS,1995,98.45%
Bahamas,BHS,1996,98.52%
Bahamas,BHS,1997,98.58%
Bahamas,BHS,1998,98.63%
Bahamas,BHS,1999,98.67%
Bahamas,BHS,2000,98.69%
Bahamas,BHS,2001,98.70%
Bahamas,BHS,2002,98.71%
Bahamas,BHS,2003,98.72%
Bahamas,BHS,2004,98.74%
Bahamas,BHS,2005,98.76%
Bahamas,BHS,2006,98.80%
Bahamas,BHS,2007,98.86%
Bahamas,BHS,2008,98.92%
Bahamas,BHS,2009,98.99%
Bahamas,BHS,2010,99.05%
Bahamas,BHS,2011,99.13%
Bahamas,BHS,2012,99.19%
Bahamas,BHS,2013,99.25%
Bahamas,BHS,2014,99.31%
Bahamas,BHS,2015,99.35%
Bahamas,BHS,2016,99.38%
Bahamas,BHS,2017,99.41%
Bahrain,BHR,1950,
Bahrain,BHR,1951,
Bahrain,BHR,1952,
Bahrain,BHR,1953,
Bahrain,BHR,1954,
Bahrain,BHR,1955,
Bahrain,BHR,1956,80.66%
Bahrain,BHR,1957,82.36%
Bahrain,BHR,1958,83.88%
Bahrain,BHR,1959,85.24%
Bahrain,BHR,1960,86.45%
Bahrain,BHR,1961,87.55%
Bahrain,BHR,1962,88.56%
Bahrain,BHR,1963,89.49%
Bahrain,BHR,1964,90.33%
Bahrain,BHR,1965,91.13%
Bahrain,BHR,1966,91.89%
Bahrain,BHR,1967,92.59%
Bahrain,BHR,1968,93.22%
Bahrain,BHR,1969,93.81%
Bahrain,BHR,1970,94.34%
Bahrain,BHR,1971,94.82%
Bahrain,BHR,1972,95.25%
Bahrain,BHR,1973,95.64%
Bahrain,BHR,1974,95.99%
Bahrain,BHR,1975,96.30%
Bahrain,BHR,1976,96.56%
Bahrain,BHR,1977,96.79%
Bahrain,BHR,1978,97.00%
Bahrain,BHR,1979,97.18%
Bahrain,BHR,1980,97.35%
Bahrain,BHR,1981,97.49%
Bahrain,BHR,1982,97.61%
